IdStem;Subplot;Quadra.nb.X;Quadra.nb.Y;Dist.X;Dist.Y
23_4395_1;23;9;4;3,2;2
23_4396_1;23;9;4;0,7;3,2
23_4397_1;23;9;4;1,8;3,3
23_4398_1;23;9;4;4,3;4,5
23_4399_1;23;9;4;4,4;5,2
23_4400_1;23;9;4;1,2;5,3
23_4401_1;23;9;4;0,6;6
23_4402_1;23;9;4;1,1;6,4
23_4403_1;23;9;4;1,3;6,7
23_4404_1;23;9;4;0;7,1
23_4405_1;23;9;4;1,2;7,3
23_4406_1;23;9;4;1,4;7,5
23_4407_1;23;9;4;1,6;7,6
23_4408_1;23;9;4;1,4;7,3
23_4409_1;23;9;4;1,7;6,8
23_4410_1;23;9;4;2,5;7
23_4411_1;23;9;4;3,4;7,4
23_4412_1;23;9;4;1,9;8,7
23_4413_1;23;9;4;2,4;9,5
23_4414_1;23;9;4;2,9;9,5
23_4415_1;23;9;4;1;1
23_4416_1;23;9;4;3,9;9,8
23_4417_1;23;9;4;4,2;9,1
23_4418_1;23;9;4;4,5;9,1
23_4419_1;23;9;4;4,5;7,9
23_4420_1;23;9;4;4,7;6,7
23_4421_1;23;9;4;5;5,8
23_4422_1;23;9;4;5,1;8,6
23_4423_1;23;9;4;6;7,7
23_4424_1;23;9;4;5,7;7,9
23_4425_1;23;9;4;7,2;7,2
23_4426_1;23;9;4;8,4;5,7
23_4427_1;23;9;4;10,5;2,1
23_4428_1;23;9;4;9,3;0,5
23_4429_1;23;9;4;8,2;1,3
23_4430_1;23;9;4;7,7;1
23_4431_1;23;9;4;7,4;2,3
23_4432_1;23;9;4;7;2
23_4433_1;23;9;4;7,4;2,4
23_4434_1;23;9;4;6,9;3,1
23_4435_1;23;9;4;5,7;2,6
23_4436_1;23;9;4;5,6;0,8
23_4437_1;23;9;4;6;0,5
23_4438_1;23;9;4;5,9;0,1
23_4445_1;23;9;3;0,8;1,4
23_4446_1;23;9;3;2;1,9
23_4447_1;23;9;3;0,1;2,6
23_4448_1;23;9;3;2,2;5,2
23_4449_1;23;9;3;3,4;6,2
23_4450_1;23;9;3;3,1;7
23_4451_1;23;9;3;2,6;7,9
23_4452_1;23;9;3;2,3;8,2
23_4453_1;23;9;3;2,1;7,8
23_4454_1;23;9;3;1,1;7,6
23_4455_1;23;9;3;1,2;9
23_4456_1;23;9;3;1,5;8,7
23_4457_1;23;9;3;1,4;3,7
23_4458_1;23;9;3;2,4;9,6
23_4459_1;23;9;3;2,4;9,6
23_4460_1;23;9;3;2,4;8,7
23_4461_1;23;9;3;3,5;9,5
23_4462_1;23;9;3;4,1;7,6
23_4463_1;23;9;3;5,3;6,6
23_4464_1;23;9;3;5,7;8,9
23_4465_1;23;9;3;6,9;8,4
23_4466_1;23;9;3;7,5;8,9
23_4467_1;23;9;3;7,1;9,8
23_4468_1;23;9;3;7,7;9,9
23_4469_1;23;9;3;8,6;9,4
23_4470_1;23;9;3;9,8;9,3
23_4471_1;23;9;3;9,8;8,2
23_4472_1;23;9;3;10;9,1
23_4473_1;23;9;3;9,1;9,5
23_4474_1;23;9;3;8,5;8
23_4475_1;23;9;3;7,6;7,3
23_4476_1;23;9;3;7;6,4
23_4476_1;23;9;3;7;6,4
23_4476_1;23;9;3;7;6,4
23_4477_1;23;9;3;7,1;6,6
23_4478_1;23;9;3;7,7;6,6
23_4479_1;23;9;3;8,1;8,5
23_4480_1;23;9;3;8,4;6,7
23_4481_1;23;9;3;10,2;4,5
23_4482_1;23;9;3;10,3;4,3
23_4483_1;23;9;3;10,1;4,5
23_4484_1;23;9;3;9,8;4,2
23_4485_1;23;9;3;10,3;4,4
23_4486_1;23;9;3;10,3;3,8
23_4487_1;23;9;3;9,8;0,2
23_4488_1;23;9;3;9,1;1,1
23_4489_1;23;9;3;6,7;0,3
23_4490_1;23;9;3;6,7;1,2
23_4491_1;23;9;3;6,1;1,2
23_4492_1;23;9;3;5,9;0,6
23_4493_1;23;9;3;5,7;1
23_4494_1;23;9;3;6,5;4,7
23_4495_1;23;9;3;5,7;5,6
23_4496_1;23;9;3;5,1;5,8
23_4497_1;23;9;3;5,3;5,6
23_4498_1;23;9;3;4,5;5
23_4499_1;23;9;3;4,8;4,8
23_4500_1;23;9;3;3,5;2,5
23_4501_1;23;9;3;3,4;1
23_4506_1;23;9;2;0,8;0,8
23_4507_1;23;9;2;2,4;1,1
23_4508_1;23;9;2;2,8;0,9
23_4509_1;23;9;2;3,1;3
23_4510_1;23;9;2;3,1;3,9
23_4511_1;23;9;2;2,2;3,6
23_4512_1;23;9;2;2;4
23_4513_1;23;9;2;2,3;4,2
23_4514_1;23;9;2;2,9;4,5
23_4515_1;23;9;2;2,3;4,6
23_4516_1;23;9;2;0,6;4,2
23_4517_1;23;9;2;0,6;5,9
23_4518_1;23;9;2;0,4;6,4
23_4519_1;23;9;2;0,5;6,7
23_4520_1;23;9;2;0,8;7,1
23_4521_1;23;9;2;2,9;5,8
23_4522_1;23;9;2;3;6,2
23_4523_1;23;9;2;3;6,2
23_4524_1;23;9;2;3,5;6,5
23_4525_1;23;9;2;4;7,1
23_4526_1;23;9;2;4,9;7,1
23_4527_1;23;9;2;4,9;7,2
23_4528_1;23;9;2;4,7;7,7
23_4529_1;23;9;2;2,3;8,1
23_4530_1;23;9;2;1,3;8,8
23_4531_1;23;9;2;2,8;9,1
23_4531_2;23;9;2;2,8;9,1
23_4532_1;23;9;2;5,3;9,2
23_4533_1;23;9;2;6,4;8
23_4534_1;23;9;2;6,4;9
23_4535_1;23;9;2;6,9;9,3
23_4536_1;23;9;2;6,9;9,3
23_4537_1;23;9;2;7,8;8,2
23_4538_1;23;9;2;7,7;8,7
23_4539_1;23;9;2;8,7;9,3
23_4540_1;23;9;2;9,7;9,2
23_4541_1;23;9;2;8,2;6,2
23_4542_1;23;9;2;6,2;5,7
23_4543_1;23;9;2;6,5;4,9
23_4544_1;23;9;2;6,8;4,4
23_4545_1;23;9;2;8,4;5,2
23_4546_1;23;9;2;8,5;4,5
23_4547_1;23;9;2;7,9;3,9
23_4548_1;23;9;2;9,1;4,2
23_4549_1;23;9;2;9,9;3,2
23_4550_1;23;9;2;10;2,2
23_4551_1;23;9;2;9,5;2,6
23_4552_1;23;9;2;8,7;2,5
23_4553_1;23;9;2;8,5;1,7
23_4554_1;23;9;2;9;1,5
23_4555_1;23;9;2;7,3;0,2
23_4556_1;23;9;2;7,1;1
23_4557_1;23;9;2;7;2,1
23_4558_1;23;9;2;5,7;2,2
23_4559_1;23;9;2;5;0,7
23_4560_1;23;9;2;4,6;0
23_4561_1;23;9;2;4,6;0
23_4562_1;23;9;2;4,6;1,3
23_4563_1;23;9;2;4,9;2
23_4564_1;23;9;2;5,2;3,7
23_4565_1;23;9;2;4,5;4,3
23_4566_1;23;9;2;4,4;3,8
23_4567_1;23;9;2;4,4;3,4
23_4568_1;23;9;2;3,4;0,4
23_4574_1;23;9;1;1,7;0,9
23_4575_1;23;9;1;2,1;1,3
23_4576_1;23;9;1;1,4;2
23_4577_1;23;9;1;0,3;4
23_4578_1;23;9;1;1,3;4
23_4579_1;23;9;1;2,1;3,6
23_4580_1;23;9;1;3;3,3
23_4581_1;23;9;1;4,3;3,1
23_4582_1;23;9;1;3,6;3,3
23_4583_1;23;9;1;3,6;3,7
23_4584_1;23;9;1;4,2;5,1
23_4585_1;23;9;1;3,3;5,3
23_4586_1;23;9;1;3;6
23_4587_1;23;9;1;2;6,6
23_4588_1;23;9;1;0,6;6,9
23_4589_1;23;9;1;2,2;7,5
23_4590_1;23;9;1;2,2;8,3
23_4591_1;23;9;1;1,7;8,9
23_4592_1;23;9;1;1,1;8,6
23_4593_1;23;9;1;1,6;9,7
23_4594_1;23;9;1;3,1;9,5
23_4595_1;23;9;1;4,6;8,7
23_4596_1;23;9;1;5,3;7,7
23_4597_1;23;9;1;6,6;8,7
23_4598_1;23;9;1;6,7;9,1
23_4599_1;23;9;1;6,9;9,2
23_4600_1;23;9;1;7,7;9,1
23_4601_1;23;9;1;8;9,4
23_4602_1;23;9;1;9,8;9,4
23_4603_1;23;9;1;9,8;8,7
23_4604_1;23;9;1;4,9;8
23_4605_1;23;9;1;8,2;6,7
23_4606_1;23;9;1;7,3;4,9
23_4607_1;23;9;1;10;5,6
23_4608_1;23;9;1;10;2,5
23_4609_1;23;9;1;7;1,3
23_4610_1;23;9;1;6,5;2,9
23_4611_1;23;9;1;5,8;1,1
23_4618_1;23;9;0;0,8;0,8
23_4619_1;23;9;0;3;1,6
23_4620_1;23;9;0;1,8;2,3
23_4621_1;23;9;0;0,9;3,1
23_4622_1;23;9;0;1,6;3,3
23_4623_1;23;9;0;2,5;3,2
23_4624_1;23;9;0;4;3,8
23_4625_1;23;9;0;3,3;8
23_4626_1;23;9;0;3,4;8,6
23_4627_1;23;9;0;1,9;7,9
23_4628_1;23;9;0;1,8;9,2
23_4629_1;23;9;0;2,2;9,9
23_4630_1;23;9;0;5;10,1
23_4631_1;23;9;0;7,1;9,3
23_4632_1;23;9;0;9,3;10,2
23_4633_1;23;9;0;9,8;10,6
23_4634_1;23;9;0;10,1;11
23_4635_1;23;9;0;10,1;8,5
23_4636_1;23;9;0;8,7;8,1
23_4637_1;23;9;0;8;7,1
23_4638_1;23;9;0;9,2;6,4
23_4639_1;23;9;0;9,5;3,9
23_4640_1;23;9;0;10,1;3,9
23_4641_1;23;9;0;9,1;3,3
23_4642_1;23;9;0;9,6;2,7
23_4643_1;23;9;0;9,7;1,8
23_4644_1;23;9;0;6,7;1,9
23_4645_1;23;9;0;6,2;3,3
23_4646_1;23;9;0;5,7;1,4
24_0001_1;24;0;0;1,8;0,9
24_0002_1;24;0;0;0,4;2,4
24_0003_1;24;0;0;1;1
24_0004_1;24;0;0;1;2,9
24_0005_1;24;0;0;1,1;2,9
24_0006_1;24;0;0;1,4;3,2
24_0007_1;24;0;0;1,4;3,4
24_0008_1;24;0;0;1,3;3,6
24_0009_1;24;0;0;0,6;4,4
24_0011_1;24;0;0;0;4,7
24_0012_1;24;0;0;3,5;6,6
24_0013_1;24;0;0;2;7,6
24_0014_1;24;0;0;0,6;7,5
24_0015_1;24;0;0;0,7;9,9
24_0015_1;24;0;0;0,7;9,9
24_0015_2;24;0;0;0,7;9,9
24_0015_2;24;0;0;0,7;9,9
24_0016_1;24;0;0;1;9,6
24_0017_1;24;0;0;2,9;9,8
24_0018_1;24;0;0;3,2;9,5
24_0019_1;24;0;0;5,1;9,4
24_0020_1;24;0;0;7,1;7,1
24_0021_1;24;0;0;5,4;4,5
24_0022_1;24;0;0;9,1;3
24_0023_1;24;0;0;9,7;1,9
24_0024_1;24;0;0;8,2;1,9
24_0025_1;24;0;0;5;0,5
24_0026_1;24;0;0;4,3;2,3
24_0034_1;24;0;1;0,2;3,5
24_0035_1;24;0;1;0,7;5,4
24_0036_1;24;0;1;2,9;6,6
24_0037_1;24;0;1;2,6;6,7
24_0038_1;24;0;1;4,2;7
24_0039_1;24;0;1;1,6;8,1
24_0040_1;24;0;1;2,3;8,3
24_0041_1;24;0;1;3;9,8
24_0042_1;24;0;1;7,4;9,2
24_0043_1;24;0;1;7,7;8
24_0044_1;24;0;1;6,8;0,8
24_0045_1;24;0;2;1,6;1,4
24_0046_1;24;0;2;1,4;1,7
24_0047_1;24;0;2;3,9;1
24_0048_1;24;0;2;2,3;3,2
24_0049_1;24;0;2;5,5;2,1
24_0050_1;24;0;2;5,3;3
24_0051_1;24;0;2;5,2;3,8
24_0052_1;24;0;2;4,1;4,2
24_0053_1;24;0;2;5,1;4,7
24_0054_1;24;0;2;4,5;4,7
24_0055_1;24;0;2;2,5;8
24_0056_1;24;0;2;3,7;7,8
24_0057_1;24;0;2;4,6;7,4
24_0058_1;24;0;2;5,1;8,9
24_0059_1;24;0;2;6;9,4
24_0060_1;24;0;2;6,7;9,3
24_0061_1;24;0;2;6,3;9,2
24_0062_1;24;0;2;5,7;8
24_0063_1;24;0;2;6,1;7,6
24_0064_1;24;0;2;6,8;6,4
24_0065_1;24;0;2;6,2;5
24_0066_1;24;0;2;6,3;4,7
24_0067_1;24;0;2;6,5;6
24_0068_1;24;0;2;9,5;9
24_0069_1;24;0;2;10,1;8,5
24_0070_1;24;0;2;8,6;4,1
24_0071_1;24;0;2;8,1;3,3
24_0072_1;24;0;2;9,4;2,4
24_0073_1;24;0;2;10,2;2,6
24_0074_1;24;0;2;10,1;1,3
24_0075_1;24;0;2;8,9;0,5
24_0076_1;24;0;2;8,4;0,3
24_0077_1;24;0;2;7,9;0,3
24_0078_1;24;0;2;7,2;1,2
24_0079_1;24;0;2;7;2,4
24_0080_1;24;0;2;1;1
24_0081_1;24;0;2;5,9;0,2
24_0085_1;24;0;3;1,7;1,3
24_0085_1;24;0;3;1,7;1,3
24_0085_2;24;0;3;1,7;1,3
24_0085_2;24;0;3;1,7;1,3
24_0086_1;24;0;3;1,3;1,7
24_0087_1;24;0;3;3,5;0,8
24_0088_1;24;0;3;4,4;0,5
24_0089_1;24;0;3;5;0,8
24_0090_1;24;0;3;3,8;1,4
24_0091_1;24;0;3;3,5;2,3
24_0092_1;24;0;3;2,7;3,3
24_0093_1;24;0;3;2;2,6
24_0094_1;24;0;3;1,1;2,4
24_0095_1;24;0;3;1;3,4
24_0096_1;24;0;3;1;4,2
24_0097_1;24;0;3;0,6;4,8
24_0098_1;24;0;3;1,5;4,5
24_0099_1;24;0;3;1,7;5
24_0100_1;24;0;3;4;4,3
24_0101_1;24;0;3;3,6;5
24_0102_1;24;0;3;1,6;6,2
24_0103_1;24;0;3;3,8;6,5
24_0104_1;24;0;3;3;7,8
24_0105_1;24;0;3;2,6;6,9
24_0106_1;24;0;3;0,9;5,5
24_0107_1;24;0;3;0,7;6,8
24_0108_1;24;0;3;1;7,6
24_0109_1;24;0;3;1;7,6
24_0110_1;24;0;3;1,4;9,7
24_0111_1;24;0;3;1;8,3
24_0112_1;24;0;3;1,3;8,4
24_0113_1;24;0;3;1,6;8,8
24_0114_1;24;0;3;1,8;9,8
24_0115_1;24;0;3;3,5;8,3
24_0116_1;24;0;3;4,3;8,8
24_0117_1;24;0;3;4,7;7,8
24_0118_1;24;0;3;1;1
24_0119_1;24;0;3;1;1
24_0120_1;24;0;3;4,9;9,5
24_0121_1;24;0;3;5;9,4
24_0122_1;24;0;3;5,6;7,6
24_0123_1;24;0;3;5,3;7,3
24_0124_1;24;0;3;6;7,8
24_0125_1;24;0;3;1;1
24_0126_1;24;0;3;7;7,7
24_0127_1;24;0;3;6,4;7,4
24_0128_1;24;0;3;8,5;8,2
24_0129_1;24;0;3;8,5;7,5
24_0130_1;24;0;3;7,4;5,9
24_0131_1;24;0;3;6,4;6,1
24_0132_1;24;0;3;8,7;3,6
24_0133_1;24;0;3;5,7;2,9
24_0134_1;24;0;3;6,7;2,3
24_0135_1;24;0;3;6,1;0,1
24_0141_1;24;0;4;1,9;1,4
24_0142_1;24;0;4;3,2;0,1
24_0143_1;24;0;4;3,6;0,3
24_0143_2;24;0;4;3,6;0,3
24_0143_3;24;0;4;3,6;0,3
24_0144_1;24;0;4;5,2;0,5
24_0145_1;24;0;4;2,3;2,5
24_0146_1;24;0;4;3,7;3,3
24_0147_1;24;0;4;1,7;3,8
24_0148_1;24;0;4;2,7;4,4
24_0149_1;24;0;4;2,5;4,9
24_0150_1;24;0;4;3,7;5,1
24_0151_1;24;0;4;3,8;5,7
24_0152_1;24;0;4;2,3;6,3
24_0153_1;24;0;4;3;6,4
24_0154_1;24;0;4;2,2;6,5
24_0155_1;24;0;4;0,7;5,9
24_0156_1;24;0;4;4,1;9,6
24_0157_1;24;0;4;4,5;8,1
24_0158_1;24;0;4;6;5,1
24_0159_1;24;0;4;6,6;5,4
24_0160_1;24;0;4;10,5;7,3
24_0161_1;24;0;4;9,8;5,4
24_0162_1;24;0;4;10,1;4,2
24_0163_1;24;0;4;8,7;4,3
24_0164_1;24;0;4;7,2;4
24_0165_1;24;0;4;7,4;4,3
24_0166_1;24;0;4;6,7;3,4
24_0167_1;24;0;4;5,6;2,6
24_0168_1;24;0;4;7,5;2,6
24_0169_1;24;0;4;8,3;3,3
24_0169_1;24;0;4;8,3;3,3
24_0169_2;24;0;4;8,3;3,3
24_0169_2;24;0;4;8,3;3,3
24_0170_1;24;0;4;8,2;1,3
24_0171_1;24;0;4;9;1,4
24_0175_1;24;0;5;1;1
24_0176_1;24;0;5;2,1;1,3
24_0177_1;24;0;5;4,1;0,4
24_0178_1;24;0;5;4,6;0,6
24_0179_1;24;0;5;6;2
24_0180_1;24;0;5;3,7;1,2
24_0181_1;24;0;5;2,7;1,4
24_0182_1;24;0;5;1,7;2,5
24_0183_1;24;0;5;2,6;4
24_0184_1;24;0;5;1,5;2,9
24_0185_1;24;0;5;0,7;2
24_0186_1;24;0;5;0,5;2,4
24_0187_1;24;0;5;1,1;4,3
24_0188_1;24;0;5;1,1;9,3
24_0189_1;24;0;5;3,1;4,4
24_0190_1;24;0;5;3,4;4,8
24_0191_1;24;0;5;4,1;5,9
24_0192_1;24;0;5;4,4;6,7
24_0193_1;24;0;5;1,3;9,1
24_0194_1;24;0;5;1,2;9,4
24_0195_1;24;0;5;6,2;8,9
24_0196_1;24;0;5;6,8;9,4
24_0198_1;24;0;5;4,9;7,3
24_0199_1;24;0;5;5;6,9
24_0200_1;24;0;5;5;4,4
24_0201_1;24;0;5;4,8;4,2
24_0202_1;24;0;5;3,7;4
24_0203_1;24;0;5;6,2;3,3
24_0204_1;24;0;5;6,3;3,2
24_0205_1;24;0;5;6,6;3,7
24_0206_1;24;0;5;7,3;4,5
24_0207_1;24;0;5;6,2;5,4
24_0208_1;24;0;5;7,9;6,5
24_0209_1;24;0;5;8;8,7
24_0210_1;24;0;5;8;9,2
24_0211_1;24;0;5;10,2;8,6
24_0212_1;24;0;5;10,1;3,4
24_0213_1;24;0;5;7,9;3,6
24_0214_1;24;0;5;6,5;3,5
24_0215_1;24;0;5;6,6;2,8
24_0216_1;24;0;5;7,8;2,6
24_0217_1;24;0;5;8,8;2,2
24_0218_1;24;0;5;8,7;1,5
24_0219_1;24;0;5;7,2;0,9
24_0220_1;24;0;5;8,9;0,7
24_0221_1;24;0;5;9,4;0
24_0222_1;24;0;5;9;0
24_0223_1;24;0;5;8,2;0,5
24_0224_1;24;0;5;7;0,3
24_0225_1;24;0;5;6,4;1,2
24_0233_1;24;0;6;1,2;0,1
24_0234_1;24;0;6;1,4;2,9
24_0235_1;24;0;6;1,9;5,4
24_0236_1;24;0;6;2,2;5,5
24_0237_1;24;0;6;3,9;6,2
24_0238_1;24;0;6;1,6;5,8
24_0239_1;24;0;6;1,1;6,7
24_0240_1;24;0;6;1;7,2
24_0241_1;24;0;6;2,9;8,1
24_0242_1;24;0;6;1,6;8,5
24_0243_1;24;0;6;4,1;7,4
24_0244_1;24;0;6;5,3;7,6
24_0245_1;24;0;6;6,3;8,7
24_0246_1;24;0;6;6,8;8,8
24_0247_1;24;0;6;5,4;5,9
24_0248_1;24;0;6;7;5,5
24_0249_1;24;0;6;9;8,1
24_0250_1;24;0;6;8,6;8,8
24_0251_1;24;0;6;8,9;9,7
24_0252_1;24;0;6;10,2;9,8
24_0253_1;24;0;6;8,4;6,2
24_0254_1;24;0;6;9,4;3,1
24_0255_1;24;0;6;10;2,6
24_0256_1;24;0;6;9,8;2,1
24_0257_1;24;0;6;8,9;2,4
24_0258_1;24;0;6;8,5;1,7
24_0259_1;24;0;6;7,3;0,9
24_0259_2;24;0;6;7,3;0,9
24_0260_1;24;0;6;7,5;1,1
24_0261_1;24;0;6;7,4;2,9
24_0262_1;24;0;6;6,9;2,4
24_0263_1;24;0;6;6,6;2,2
24_0264_1;24;0;6;6,1;0,4
24_0271_1;24;0;7;2,6;1,2
24_0272_1;24;0;7;2,7;1,1
24_0273_1;24;0;7;4,1;0,5
24_0274_1;24;0;7;2,6;2,6
24_0275_1;24;0;7;2,3;2,8
24_0276_1;24;0;7;2,2;3,3
24_0277_1;24;0;7;1,2;2,9
24_0278_1;24;0;7;0,8;4,4
24_0278_1;24;0;7;0,8;4,4
24_0278_2;24;0;7;0,8;4,4
24_0278_2;24;0;7;0,8;4,4
24_0279_1;24;0;7;2,9;4,4
24_0280_1;24;0;7;2,8;5,3
24_0281_1;24;0;7;3,1;5,6
24_0282_1;24;0;7;3,3;6,5
24_0283_1;24;0;7;1,4;6
24_0284_1;24;0;7;1;5,8
24_0285_1;24;0;7;0,2;6,1
24_0286_1;24;0;7;1,6;8,1
24_0287_1;24;0;7;3,1;9,5
24_0288_1;24;0;7;5,5;9,8
24_0289_1;24;0;7;5,5;9,4
24_0290_1;24;0;7;5,5;8,6
24_0291_1;24;0;7;6,1;7,4
24_0292_1;24;0;7;7,1;8,2
24_0293_1;24;0;7;7,1;8,5
24_0294_1;24;0;7;8,9;6,8
24_0295_1;24;0;7;8,4;4,8
24_0296_1;24;0;7;8,2;2,9
24_0297_1;24;0;7;6,2;4,8
24_0298_1;24;0;7;6,6;4,2
24_0299_1;24;0;7;5,1;3,8
24_0300_1;24;0;7;5,7;3,1
24_0301_1;24;0;7;5,2;2
24_0302_1;24;0;7;4,8;2,2
24_0303_1;24;0;7;5,9;1,6
24_0304_1;24;0;7;7,4;1,4
24_0305_1;24;0;7;8,7;1,5
24_0306_1;24;0;7;7;0
24_0307_1;24;0;7;5;0,3
24_0308_1;24;0;7;9,5;3,7
24_0309_1;24;0;7;9,3;2,7
24_0315_1;24;0;8;0,6;0,3
24_0316_1;24;0;8;1;0
24_0317_1;24;0;8;1,1;0,8
24_0318_1;24;0;8;1;1
24_0319_1;24;0;8;2,4;3
24_0319_1;24;0;8;2,4;3
24_0319_2;24;0;8;2,4;3
24_0319_2;24;0;8;2,4;3
24_0320_1;24;0;8;2,4;4,1
24_0321_1;24;0;8;0;5,8
24_0322_1;24;0;8;0;5,7
24_0323_1;24;0;8;1,1;7,8
24_0324_1;24;0;8;0,6;7,7
24_0325_1;24;0;8;2,7;7,4
24_0326_1;24;0;8;3,3;5,1
24_0327_1;24;0;8;3,5;7,4
24_0328_1;24;0;8;2,9;8,3
24_0329_1;24;0;8;3,7;8,6
24_0330_1;24;0;8;3;8
24_0331_1;24;0;8;2,5;9,1
24_0332_1;24;0;8;2,1;9,2
24_0333_1;24;0;8;3,9;9,5
24_0334_1;24;0;8;4,2;9,9
24_0335_1;24;0;8;4,8;8,1
24_0336_1;24;0;8;5,1;8,1
24_0337_1;24;0;8;4,8;6,7
24_0338_1;24;0;8;5,5;6,3
24_0339_1;24;0;8;5,1;5,5
24_0340_1;24;0;8;6;5,4
24_0341_1;24;0;8;6,8;6,5
24_0342_1;24;0;8;7,6;6,4
24_0343_1;24;0;8;7,3;8
24_0344_1;24;0;8;7,4;9,8
24_0345_1;24;0;8;8,2;8,7
24_0346_1;24;0;8;9,1;8,8
24_0347_1;24;0;8;8,8;8,4
24_0348_1;24;0;8;9,1;8
24_0349_1;24;0;8;10,5;9,4
24_0350_1;24;0;8;9,2;7,5
24_0351_1;24;0;8;8,3;6,5
24_0352_1;24;0;8;7,5;5,1
24_0353_1;24;0;8;7,8;4,1
24_0354_1;24;0;8;8,5;4,5
24_0355_1;24;0;8;8,8;4
24_0356_1;24;0;8;1;1
24_0357_1;24;0;8;9,5;0,9
24_0358_1;24;0;8;10,1;0,4
24_0359_1;24;0;8;9,3;0,4
24_0360_1;24;0;8;8,4;0,1
24_0361_1;24;0;8;5,5;0,2
24_0362_1;24;0;8;5,8;1,2
24_0363_1;24;0;8;4,9;2,4
24_0364_1;24;0;8;4,4;5
24_0369_1;24;0;9;1,3;0,1
24_0370_1;24;0;9;1,1;4,2
24_0371_1;24;0;9;2,5;5,4
24_0372_1;24;0;9;3;5,5
24_0373_1;24;0;9;4,3;7
24_0374_1;24;0;9;5,3;7,1
24_0375_1;24;0;9;6,7;7
24_0376_1;24;0;9;7,3;8,5
24_0377_1;24;0;9;8,5;9
24_0378_1;24;0;9;8,9;6,7
24_0379_1;24;0;9;8,8;1,2
24_0380_1;24;0;9;8,9;0,6
24_0381_1;24;0;9;9,4;0,4
24_0382_1;24;0;9;8,6;0,2
24_0383_1;24;0;9;8,6;1,4
24_0384_1;24;0;9;6,3;0,1
24_0385_1;24;0;9;5,6;1,1
24_0386_1;24;0;9;4,8;2,3
24_0389_1;24;0;9;4,7;1,6
24_0390_1;24;0;9;4,8;1,6
24_0391_1;24;0;9;5,2;1,1
24_0392_1;24;0;9;4,8;0,7
24_0393_1;24;0;9;4,7;0,6
24_0394_1;24;0;9;4,3;0,9
24_0396_1;24;1;9;0,6;2,2
24_0397_1;24;1;9;0,7;3,1
24_0398_1;24;1;9;3,1;0,7
24_0399_1;24;1;9;3,2;0,9
24_0400_1;24;1;7;0,4;1,4
24_0401_1;24;1;7;2,1;2,4
24_0402_1;24;1;7;1;1
24_0403_1;24;1;7;3,4;2,8
24_0404_1;24;1;7;4;4,2
24_0405_1;24;1;7;1,7;3,4
24_0406_1;24;1;7;0,7;4,4
24_0407_1;24;1;7;2;4,6
24_0408_1;24;1;7;2,5;5,2
24_0409_1;24;1;7;3,1;6,4
24_0410_1;24;1;7;3,1;6,5
24_0411_1;24;1;7;2,3;6
24_0412_1;24;1;7;1,6;7,4
24_0413_1;24;1;7;1,5;7,8
24_0414_1;24;1;7;0,6;9,4
24_0415_1;24;1;7;1,4;0,4
24_0416_1;24;1;7;2,1;9,7
24_0417_1;24;1;7;3,5;8,7
24_0418_1;24;1;7;4,4;7,7
24_0419_1;24;1;7;7,5;8,8
24_0419_1;24;1;7;7,5;8,8
24_0419_2;24;1;7;7,5;8,8
24_0419_2;24;1;7;7,5;8,8
24_0420_1;24;1;7;5,7;6,6
24_0421_1;24;1;7;8,7;5
24_0421_1;24;1;7;8,7;5
24_0421_2;24;1;7;8,7;5
24_0421_2;24;1;7;8,7;5
24_0422_1;24;1;7;8,1;6,9
24_0423_1;24;1;7;7,2;6,9
24_0424_1;24;1;7;5,5;5,7
24_0425_1;24;1;7;6,7;5,1
24_0425_1;24;1;7;6,7;5,1
24_0425_1;24;1;7;6,7;5,1
24_0425_2;24;1;7;6,7;5,1
24_0425_2;24;1;7;6,7;5,1
24_0425_2;24;1;7;6,7;5,1
24_0425_3;24;1;7;6,7;5,1
24_0425_3;24;1;7;6,7;5,1
24_0425_3;24;1;7;6,7;5,1
24_0426_1;24;1;7;6,5;3,7
24_0427_1;24;1;7;7,3;3,5
24_0428_1;24;1;7;5,2;0,1
24_0429_1;24;1;7;0;3,8
24_0430_1;24;1;7;3,7;1,1
24_0431_1;24;1;7;1;1
24_0432_1;24;1;7;3,2;1,9
24_0440_1;24;1;9;3;1,3
24_0441_1;24;1;9;4,2;2,2
24_0442_1;24;1;9;1,8;3,5
24_0443_1;24;1;9;2,6;3
24_0444_1;24;1;9;3,9;4,1
24_0445_1;24;1;9;4,5;4,5
24_0446_1;24;1;9;2,2;6,4
24_0447_1;24;1;9;3,5;6,8
24_0448_1;24;1;9;1,7;6,8
24_0449_1;24;1;9;1,5;7,6
24_0450_1;24;1;9;2,8;9,7
24_0451_1;24;1;9;3,5;9,8
24_0452_1;24;1;9;2,8;9,1
24_0453_1;24;1;9;2,6;9,2
24_0454_1;24;1;9;3,4;8
24_0455_1;24;1;9;4,3;8
24_0456_1;24;1;9;4,6;7,7
24_0458_1;24;1;9;6,6;8,2
24_0459_1;24;1;9;5,9;9
24_0460_1;24;1;9;1;1
24_0461_1;24;1;9;6,1;6,1
24_0462_1;24;1;9;5,6;3,9
24_0463_1;24;1;9;1;1
24_0464_1;24;1;9;7,8;2,6
24_0465_1;24;1;9;8,1;2,2
24_0466_1;24;1;9;8,9;1,4
24_0467_1;24;1;9;9;1,1
24_0468_1;24;1;9;9,9;0,6
